title,doi,year,authors,abstract,keywords,relevance_score,pdf_url,publisher,journal,type
Job resources and employee turnover: Examining the role of employee engagement and job demands,10.31580/jpvai.v5i2.2558,0,Rashid Munir; Abdul Wahab; Maqsooda Perveen; Aamna Khan; Abdul Rauf Kashif; Muhammad Ahmed Shehzad,"<jats:p>The purpose of this study was to find out the impact of job resources on employees turnover intention. It also aimed at examining the moderating role of job demand (time pressure) in the relationship of job resources and employee engagement. Data was collected from the employees of universities, including administrative employees and all academic employees (lecturer to professors). The findings exhibit that reward &amp; recognition affect turnover intention positively and significantly. It was also found by regression analysis that organizational support has a positive impact on employee engagement. Moreover, this study also found that time pressure has a moderating role in the relationship of reward &amp; recognition and employee engagement. Similarly, it was the findings of this study that negative moderation effect exists between the relationship of organizational support and employee engagement. Therefore, it is arguable that time pressure or extra job demand decreases the employee engagement.</jats:p>",employee turnover,3.0,https://readersinsight.net/JPVAI/article/download/2558/1747,Readers Insight Publisher,Journal of Public Value and Administrative Insight,journal-article
The Roles of Transformational Leadership and Collective Turnover on Employee Turnover Decisions,10.5465/ambpp.2020.17360abstract,2020,Jinuk Oh; Nita Chhinzer,,employee turnover,4.0,,Academy of Management,Academy of Management Proceedings,journal-article
Origin–Destination Flow Estimation from Link Count Data Only,10.3390/s20185226,0,Subhrasankha Dey; Stephan Winter; Martin Tomko,"<jats:p>All established models in transportation engineering that estimate the numbers of trips between origins and destinations from vehicle counts use some form of a priori knowledge of the traffic. This paper, in contrast, presents a new origin–destination flow estimation model that uses only vehicle counts observed by traffic count sensors; it requires neither historical origin–destination trip data for the estimation nor any assumed distribution of flow. This approach utilises a method of statistical origin–destination flow estimation in computer networks, and transfers the principles to the domain of road traffic by applying transport-geographic constraints in order to keep traffic embedded in physical space. Being purely stochastic, our model overcomes the conceptual weaknesses of the existing models, and additionally estimates travel times of individual vehicles. The model has been implemented in a real-world road network in the city of Melbourne, Australia. The model was validated with simulated data and real-world observations from two different data sources. The validation results show that all the origin–destination flows were estimated with a good accuracy score using link count data only. Additionally, the estimated travel times by the model were close approximations to the observed travel times in the real world.</jats:p>",employee turnover,0.0,,MDPI AG,Sensors,journal-article
"International Society of Experimental Linguistics  ExLing 2021 12th International Conference of Experimental Linguistics  11 - 13 October 2021 Athens, Greece  Menu Athens: 15:46:27 Brussels: 14:46:27 GMT: 13:46:27 London: 13:46:27 New York: 08:46:27 Tokyo: 22:46:27 ExLing 2020 (58) How do writing systems shape reading and reading acquisition? Kathy Rastle DOI: 10.36505/ExLing-2020/11/0001/000416  Published in ExLing 2020 Children’s syntax: a parametric approach William Snyder DOI: 10.36505/ExLing-2020/11/0002/000417  Published in ExLing 2020 A neurophonetic perspective on articulation planning Wolfram Ziegler DOI: 10.36505/ExLing-2020/11/0003/000418  Published in ExLing 2020 Masked priming in picture naming and lexical selection Manal Alharbi DOI: 10.36505/ExLing-2020/11/0004/000419  Published in ExLing 2020 Syllable rate vs. segment rate in perceived speech rate Yahya Aldholmi DOI: 10.36505/ExLing-2020/11/0005/000420  Published in ExLing 2020 Properties of nominal stress grammar in Greek Vasiliki Apostolouda DOI: 10.36505/ExLing-2020/11/0006/000421  Published in ExLing 2020 Eliciting focus-sensitive why-questions in Japanese Kodai Aramaki, Kanako Ikeda, Kyoko Yamakoshi, Tomohiro Fujii DOI: 10.36505/ExLing-2020/11/0007/000422  Published in ExLing 2020 Comprehension of verb directionality in LIS and LSF Valentina Aristodemo, Beatrice Giustolisi, Carlo Cecchetto, Caterina Donati DOI: 10.36505/ExLing-2020/11/0008/000423  Published in ExLing 2020 Complex syntax intervention for Developmental Language Impairment",10.36505/exling-2020/11/0009/000424,0,Maria Athanatou; Elena Theodorou,"<jats:p>Intervention for children with Developmental Language Disorder appears to be beneficial and contributes to sustainable linguistic gains. This paper reports on a pilot intervention study carried out in Cyprus that examined the efficacy of language treatment targeting complex syntactic structures. Language skills of a nine-year old girl with DLD are described at two time points, before and after intervention. The child received therapy sessions based on MetaTaal therapy, and relative clauses were the targeted syntactic structures. Post-intervention measurements showed marginal improvement in relative clauses production and comprehension. Improvements observed in Complex Sentence Repetition Task and this might imply that the grammatical structures have emerged.</jats:p>",employee turnover,0.0,,ExLing Society,Proceedings of 11th International Conference of Experimental Linguistics,proceedings-article
"Review of “Surgeon Perspectives on Benefits and Downsides of Overlapping Surgery” by Perez AW et al in Ann Surg [published ahead of print April 8, 2020] doi: 10.1097/SLA.0000000000003722",10.1097/scs.0000000000006903,2021,Pierce C. Hollier; Larry H. Hollier,,employee turnover,1.2,,Ovid Technologies (Wolters Kluwer Health),Journal of Craniofacial Surgery,journal-article
About the Author,10.2307/j.ctv18b5ch2.3,2020,,,employee turnover,1.0,,CODESRIA,White Ferocity,book-chapter
"Author response for ""“Sticking to One's Post” or “Backing the Right Captain”?—The Impact of Corporate Environmental, Social, and Governance Performance on Employee Turnover""",10.1111/beer.12769/v2/response1,2024, Shengshi Zhou,,employee turnover,4.8,,Wiley,,peer-review
"Author response for ""“Sticking to One's Post” or “Backing the Right Captain”?—The Impact of Corporate Environmental, Social, and Governance Performance on Employee Turnover""",10.1111/beer.12769/v3/response1,2024, Shengshi Zhou,,employee turnover,4.8,,Wiley,,peer-review
"Author response for ""“Sticking to One's Post” or “Backing the Right Captain”?—The Impact of Corporate Environmental, Social, and Governance Performance on Employee Turnover""",10.1111/beer.12769/v4/response1,2024, Shengshi Zhou,,employee turnover,4.8,,Wiley,,peer-review
"Response to a &lt;ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""url"" xlink:href=""http://www.camh.net/egambling/issue5/letters/index.html#1""&gt;letter&lt;/ext-link&gt; about ""Chips, Chatter and Friends""",10.4309/jgi.2002.6.6,0,Barry Fritz,,employee turnover,0.0,,Concurrent Disorders Society Press,Journal of Gambling Issues,journal-article
Effect of Psychological Contract on Employee Turnover Intention: Moderating Role of Select Demographic Variables,10.54517/esp.v9i5.1793,0,Neha Sharma; Sandeep Kaur,"<jats:p>Since the inception and the spread of COVID-19 from March 2020 in India, companies have experienced a rapid increase in the rate of unemployment as well as employee turnover intention. However, though employer appears to have additional power due to high unemployment levels, but it’s also been balanced by employees having new and more alternatives over whom they get employed due to extensive adoption of remote working by all the companies. Employees are highly satisfied at the workplace, prone to get retained with the organization, develop faith in the organizational system only if there is fulfillment of their psychological contract; employer’s showing concern for employees. This study aims to examine the relationship between psychological contract and employee turnover intention for the employees working in general insurance companies in India. The study further explores the moderating effect of select demographic variables for the relationship between psychological contract and employee turnover intention. These demographic variables are considered as independent groups and their moderation effect relationship between Psychological Contract and Employee Turnover Intention is tested with the help of SMART PLS software. The findings are insightful and will pave the way for the insurance companies to retain the employees by reducing their employee turnover intention and focusing on fulfillment of psychological contract.</jats:p>",employee turnover,5.0,https://esp.apacsci.com/index.php/esp/article/viewFile/1793/1221,Arts and Science Press Pte. Ltd.,Environment and Social Psychology,journal-article
"References from the Author and from the Article Published at PRAMANA on August 13, 2020",10.1051/978-2-7598-2574-5.c036,2021,,,employee turnover,1.2,,EDP Sciences,What is Space-Time Made of ?,book-chapter
The Effects of Employee Engagement on Employee Turnover: A Case Study from the UAE,10.1007/978-3-030-42211-0_5,2020,Tasleem Firdous,,employee turnover,4.0,,Springer International Publishing,Palgrave Studies in Global Human Capital Management,book-chapter
"TITLE-AUTHOR-COMPANY INDEX TO REPORTS PUBLISHED BY THE U. S. DEPARTMENT OF THE INTERIOR, OFFICE OF SALINE WATER.",10.2172/4089353,0,K. O. Johnsson,,employee turnover,0.0,,Office of Scientific and Technical Information (OSTI),,report
